-22,1043.680,1079.610,1116.660,3.431,-3.327,0.571,-0.553
-21,985.578,1018.910,1053.270,3.371,-3.271,0.565,-0.548
-20,931.028,961.965,993.830,3.312,-3.215,0.559,-0.542
-19,879.800,908.515,938.073,3.253,-3.160,0.552,-0.537
-18,831.675,858.331,885.753,3.194,-3.105,0.546,-0.531
-17,786.449,811.198,836.641,3.136,-3.050,0.540,-0.525
-16,743.934,766.914,790.525,3.078,-2.996,0.534,-0.520
-15,703.953,725.293,747.205,3.021,-2.942,0.528,-0.514
-14,666.342,686.161,706.500,2.964,-2.888,0.521,-0.508
-13,630.949,649.358,668.237,2.907,-2.834,0.515,-0.502
-12,597.633,614.732,632.258,2.850,-2.781,0.508,-0.496
-11,566.260,582.144,598.415,2.794,-2.728,0.502,-0.490
-10,536.707,551.464,566.571,2.739,-2.675,0.495,-0.484
-9,508.861,522.571,536.597,2.684,-2.623,0.488,-0.477
-8,482.612,495.350,508.374,2.629,-2.571,0.482,-0.471
-7,457.863,469.698,481.791,2.574,-2.519,0.475,-0.465
-6,434.520,445.515,456.744,2.520,-2.468,0.468,-0.458
-5,412.495,422.711,433.137,2.466,-2.416,0.461,-0.452
-4,391.707,401.199,410.880,2.412,-2.365,0.454,-0.445
-3,372.082,380.900,389.889,2.359,-2.315,0.447,-0.439
-2,353.547,361.740,370.085,2.306,-2.264,0.440,-0.432
-1,336.037,343.648,351.395,2.254,-2.214,0.433,-0.425
0,319.490,326.560,333.752,2.202,-2.164,0.426,-0.418
1,303.849,310.414,317.090,2.150,-2.115,0.418,-0.412
2,289.058,295.155,301.351,2.099,-2.065,0.411,-0.405
3,275.068,280.730,286.479,2.047,-2.016,0.404,-0.398
4,261.831,267.087,272.421,1.997,-1.967,0.396,-0.391
5,249.303,254.182,259.130,1.946,-1.919,0.389,-0.383
6,237.443,241.970,246.559,1.896,-1.870,0.381,-0.376
7,226.210,230.410,234.665,1.846,-1.822,0.374,-0.369
8,215.570,219.466,223.410,1.797,-1.775,0.366,-0.362
9,205.487,209.100,212.754,1.747,-1.727,0.358,-0.354
10,195.581,198.920,202.295,1.697,-1.678,0.351,-0.347
11,186.870,189.972,193.107,1.650,-1.633,0.343,-0.339
12,178.276,181.150,184.052,1.601,-1.586,0.335,-0.331
13,170.124,172.785,175.470,1.553,-1.539,0.327,-0.324
14,162.388,164.850,167.333,1.506,-1.493,0.319,-0.316
15,155.045,157.322,159.617,1.458,-1.447,0.311,-0.308
16,148.073,150.178,152.298,1.411,-1.401,0.302,-0.300
17,141.451,143.396,145.353,1.364,-1.356,0.294,-0.292
18,135.161,136.956,138.762,1.318,-1.310,0.286,-0.284
19,129.183,130.840,132.504,1.271,-1.265,0.278,-0.276
20,123.502,125.028,126.561,1.225,-1.220,0.269,-0.268
21,118.100,119.506,120.916,1.180,-1.176,0.261,-0.260
22,112.962,114.256,115.552,1.134,-1.131,0.252,-0.252
23,108.075,109.264,110.454,1.089,-1.087,0.244,-0.243
24,103.425,104.516,105.608,1.044,-1.043,0.235,-0.235
25,99.000,100.000,101.000,1.000,-1.000,0.227,-0.227
26,94.703,95.701,96.701,1.044,-1.043,0.238,-0.238
27,90.615,91.610,92.608,1.088,-1.086,0.250,-0.249
28,86.724,87.715,88.709,1.132,-1.129,0.261,-0.261
29,83.021,84.006,84.994,1.176,-1.172,0.273,-0.272
30,79.495,80.472,81.454,1.219,-1.214,0.285,-0.284
31,76.136,77.106,78.079,1.262,-1.257,0.297,-0.295
32,72.937,73.897,74.862,1.305,-1.299,0.309,-0.307
33,69.888,70.838,71.794,1.348,-1.340,0.321,-0.319
34,66.983,67.921,68.867,1.391,-1.382,0.333,-0.331
35,64.212,65.140,66.074,1.433,-1.423,0.345,-0.343
36,61.571,62.486,63.408,1.476,-1.464,0.358,-0.355
37,59.051,59.954,60.864,1.518,-1.505,0.370,-0.367
38,56.647,57.537,58.434,1.559,-1.545,0.382,-0.379
39,54.354,55.230,56.114,1.601,-1.585,0.395,-0.391
40,52.164,53.026,53.897,1.642,-1.626,0.407,-0.403
41,50.074,50.922,51.779,1.683,-1.665,0.420,-0.416
42,48.077,48.912,49.755,1.724,-1.705,0.433,-0.428
43,46.171,46.991,47.820,1.765,-1.744,0.446,-0.440
44,44.349,45.155,45.970,1.806,-1.783,0.459,-0.453
45,42.608,43.399,44.201,1.846,-1.822,0.472,-0.466
46,40.944,41.721,42.508,1.886,-1.861,0.485,-0.478
47,39.354,40.116,40.889,1.926,-1.900,0.498,-0.491
48,37.832,38.580,39.339,1.966,-1.938,0.511,-0.504
49,36.378,37.111,37.856,2.006,-1.976,0.524,-0.517
50,35.030,35.750,36.480,2.044,-2.013,0.538,-0.530
51,33.654,34.359,35.075,2.084,-2.051,0.551,-0.542
52,32.379,33.070,33.773,2.123,-2.089,0.565,-0.556
53,31.159,31.836,32.524,2.162,-2.126,0.578,-0.569
54,29.991,30.654,31.329,2.201,-2.163,0.592,-0.582
55,28.872,29.521,30.182,2.239,-2.200,0.606,-0.595
56,27.800,28.436,29.084,2.278,-2.237,0.619,-0.608
57,26.773,27.396,28.030,2.316,-2.273,0.633,-0.622
58,25.789,26.399,27.020,2.354,-2.309,0.647,-0.635
59,24.846,25.442,26.051,2.391,-2.345,0.661,-0.649
60,23.941,24.525,25.121,2.429,-2.381,0.676,-0.662
61,23.074,23.646,24.229,2.466,-2.417,0.690,-0.676
62,22.243,22.802,23.373,2.504,-2.452,0.704,-0.690
63,21.445,21.992,22.551,2.541,-2.488,0.718,-0.703
64,20.680,21.215,21.762,2.578,-2.523,0.733,-0.717
65,19.945,20.469,21.004,2.614,-2.557,0.747,-0.731
66,19.240,19.752,20.276,2.651,-2.592,0.762,-0.745
67,18.563,19.064,19.577,2.687,-2.627,0.777,-0.759
68,17.914,18.404,18.905,2.724,-2.661,0.791,-0.773
69,17.290,17.769,18.259,2.760,-2.695,0.806,-0.787
70,16.690,17.159,17.638,2.796,-2.729,0.821,-0.802
71,16.114,16.572,17.042,2.831,-2.763,0.836,-0.816
72,15.561,16.009,16.468,2.867,-2.797,0.851,-0.830
73,15.029,15.467,15.916,2.902,-2.830,0.866,-0.845
74,14.518,14.946,15.385,2.938,-2.863,0.881,-0.859
75,14.026,14.445,14.874,2.973,-2.897,0.897,-0.874
76,13.554,13.963,14.383,3.008,-2.929,0.912,-0.888
77,13.099,13.499,13.910,3.042,-2.962,0.927,-0.903
78,12.662,13.053,13.455,3.077,-2.995,0.943,-0.918
79,12.241,12.623,13.016,3.112,-3.027,0.959,-0.933
80,11.836,12.210,12.594,3.146,-3.060,0.974,-0.948
81,11.447,11.812,12.188,3.180,-3.092,0.990,-0.962
82,11.072,11.429,11.796,3.214,-3.124,1.006,-0.977
83,10.711,11.060,11.419,3.248,-3.155,1.022,-0.993
84,10.363,10.704,11.055,3.282,-3.187,1.038,-1.008
85,10.028,10.362,10.705,3.315,-3.219,1.054,-1.023
86,9.705,10.031,10.367,3.349,-3.250,1.070,-1.038
87,9.395,9.713,10.042,3.382,-3.281,1.086,-1.054
88,9.095,9.407,9.728,3.415,-3.312,1.102,-1.069
89,8.806,9.111,9.425,3.448,-3.343,1.119,-1.084
90,8.528,8.826,9.133,3.481,-3.374,1.135,-1.100
91,8.260,8.551,8.852,3.514,-3.404,1.152,-1.116
92,8.001,8.286,8.580,3.547,-3.435,1.168,-1.131
93,7.752,8.030,8.318,3.579,-3.465,1.185,-1.147
94,7.512,7.784,8.065,3.611,-3.495,1.202,-1.163
95,7.280,7.546,7.821,3.643,-3.525,1.218,-1.179
96,7.056,7.316,7.585,3.676,-3.555,1.235,-1.195
97,6.840,7.094,7.357,3.707,-3.585,1.252,-1.211
98,6.631,6.880,7.137,3.739,-3.614,1.269,-1.227
99,6.430,6.673,6.925,3.771,-3.643,1.286,-1.243
100,6.236,6.474,6.720,3.802,-3.673,1.304,-1.259
101,6.048,6.281,6.522,3.834,-3.702,1.321,-1.275
102,5.867,6.094,6.330,3.865,-3.731,1.338,-1.292
103,5.692,5.914,6.145,3.896,-3.760,1.356,-1.308
104,5.523,5.741,5.966,3.927,-3.788,1.373,-1.325
105,5.360,5.573,5.793,3.958,-3.817,1.391,-1.341
106,5.202,5.410,5.626,3.989,-3.845,1.408,-1.358
107,5.050,5.253,5.464,4.019,-3.874,1.426,-1.374
108,4.902,5.101,5.308,4.050,-3.902,1.444,-1.391
109,4.760,4.955,5.157,4.080,-3.930,1.462,-1.408
110,4.622,4.813,5.010,4.111,-3.958,1.480,-1.425
111,4.489,4.675,4.869,4.141,-3.986,1.498,-1.442
112,4.360,4.542,4.732,4.171,-4.013,1.516,-1.459
113,4.236,4.414,4.599,4.201,-4.041,1.534,-1.476
114,4.115,4.290,4.471,4.230,-4.068,1.552,-1.493
115,3.999,4.169,4.347,4.260,-4.096,1.571,-1.510
116,3.886,4.053,4.227,4.290,-4.123,1.589,-1.527
117,3.777,3.940,4.110,4.319,-4.150,1.608,-1.545
118,3.671,3.831,3.998,4.348,-4.177,1.626,-1.562
119,3.569,3.725,3.888,4.378,-4.203,1.645,-1.579
120,3.470,3.623,3.783,4.407,-4.230,1.664,-1.597
121,3.374,3.524,3.680,4.436,-4.257,1.682,-1.614
122,3.281,3.428,3.581,4.464,-4.283,1.701,-1.632
123,3.191,3.335,3.485,4.493,-4.309,1.720,-1.650
124,3.104,3.245,3.392,4.522,-4.336,1.739,-1.668
125,3.020,3.158,3.301,4.550,-4.362,1.758,-1.685

